,county,state,population,full_county
2519,Weakley,TN,33328,"Weakley, TN"
2520,White,TN,27345,"White, TN"
2521,Williamson,TN,238412,"Williamson, TN"
2522,Wilson,TN,144657,"Wilson, TN"
2523,Anderson,TX,57735,"Anderson, TX"
2524,Andrews,TX,18705,"Andrews, TX"
2525,Angelina,TX,86715,"Angelina, TX"
2526,Aransas,TX,23510,"Aransas, TX"
2527,Archer,TX,8553,"Archer, TX"
2528,Armstrong,TX,1887,"Armstrong, TX"
2529,Atascosa,TX,51153,"Atascosa, TX"
2530,Austin,TX,30032,"Austin, TX"
2531,Bailey,TX,7000,"Bailey, TX"
2532,Bandera,TX,23112,"Bandera, TX"
2533,Bastrop,TX,88723,"Bastrop, TX"
2534,Baylor,TX,3509,"Baylor, TX"
2535,Bee,TX,32565,"Bee, TX"
2536,Bell,TX,362924,"Bell, TX"
2537,Bexar,TX,2003554,"Bexar, TX"
2538,Blanco,TX,11931,"Blanco, TX"
2539,Borden,TX,654,"Borden, TX"
2540,Bosque,TX,18685,"Bosque, TX"
2541,Bowie,TX,93245,"Bowie, TX"
2542,Brazoria,TX,374264,"Brazoria, TX"
2543,Brazos,TX,229211,"Brazos, TX"
2544,Brewster,TX,9203,"Brewster, TX"
2545,Briscoe,TX,1546,"Briscoe, TX"
2546,Brooks,TX,7093,"Brooks, TX"
2547,Brown,TX,37864,"Brown, TX"
2548,Burleson,TX,18443,"Burleson, TX"
2549,Burnet,TX,48155,"Burnet, TX"
2550,Caldwell,TX,43664,"Caldwell, TX"
2551,Calhoun,TX,21290,"Calhoun, TX"
2552,Callahan,TX,13943,"Callahan, TX"
2553,Cameron,TX,423163,"Cameron, TX"
2554,Camp,TX,13094,"Camp, TX"
2555,Carson,TX,5926,"Carson, TX"
2556,Cass,TX,30026,"Cass, TX"
2557,Castro,TX,7530,"Castro, TX"
2558,Chambers,TX,43837,"Chambers, TX"
2559,Cherokee,TX,52646,"Cherokee, TX"
2560,Childress,TX,7306,"Childress, TX"
2561,Clay,TX,10471,"Clay, TX"
2562,Cochran,TX,2853,"Cochran, TX"
2563,Coke,TX,3387,"Coke, TX"
2564,Coleman,TX,8175,"Coleman, TX"
2565,Collin,TX,1034730,"Collin, TX"
2566,Collingsworth,TX,2920,"Collingsworth, TX"
2567,CO,TX,21493,"CO, TX"
2568,Comal,TX,156209,"Comal, TX"
2569,Comanche,TX,13635,"Comanche, TX"
2570,Concho,TX,2726,"Concho, TX"
2571,Cooke,TX,41257,"Cooke, TX"
2572,Coryell,TX,75951,"Coryell, TX"
2573,Cottle,TX,1398,"Cottle, TX"
2574,Crane,TX,4797,"Crane, TX"
2575,Crockett,TX,3464,"Crockett, TX"
2576,Crosby,TX,5737,"Crosby, TX"
2577,Culberson,TX,2171,"Culberson, TX"
2578,Dallam,TX,7287,"Dallam, TX"
2579,Dallas,TX,2635516,"Dallas, TX"
2580,Dawson,TX,12728,"Dawson, TX"
2581,Deaf Smith,TX,18546,"Deaf Smith, TX"
2582,Delta,TX,5331,"Delta, TX"
2583,Denton,TX,887207,"Denton, TX"
2584,DeWitt,TX,20160,"DeWitt, TX"
2585,Dickens,TX,2211,"Dickens, TX"
2586,Dimmit,TX,10124,"Dimmit, TX"
2587,Donley,TX,3278,"Donley, TX"
2588,Duval,TX,11157,"Duval, TX"
2589,Eastland,TX,18360,"Eastland, TX"
2590,Ector,TX,166223,"Ector, TX"
2591,Edwards,TX,1932,"Edwards, TX"
2592,Ellis,TX,184826,"Ellis, TX"
2593,El Paso,TX,839238,"El Paso, TX"
2594,Erath,TX,42698,"Erath, TX"
2595,Falls,TX,17297,"Falls, TX"
2596,Fannin,TX,35514,"Fannin, TX"
2597,Fayette,TX,25346,"Fayette, TX"
2598,Fisher,TX,3830,"Fisher, TX"
2599,Floyd,TX,5712,"Floyd, TX"
2600,Foard,TX,1155,"Foard, TX"
2601,Fort Bend,TX,811688,"Fort Bend, TX"
2602,Franklin,TX,10725,"Franklin, TX"
2603,Freestone,TX,19717,"Freestone, TX"
2604,Frio,TX,20306,"Frio, TX"
2605,Gaines,TX,21492,"Gaines, TX"
2606,Galveston,TX,342139,"Galveston, TX"
2607,Garza,TX,6229,"Garza, TX"
2608,Gillespie,TX,26988,"Gillespie, TX"
2609,Glasscock,TX,1409,"Glasscock, TX"
2610,Goliad,TX,7658,"Goliad, TX"
2611,Gonzales,TX,20837,"Gonzales, TX"
2612,Gray,TX,21886,"Gray, TX"
2613,Grayson,TX,136212,"Grayson, TX"
2614,Gregg,TX,123945,"Gregg, TX"
2615,Grimes,TX,28880,"Grimes, TX"
2616,Guadalupe,TX,166847,"Guadalupe, TX"
2617,Hale,TX,33406,"Hale, TX"
2618,Hall,TX,2964,"Hall, TX"
2619,Hamilton,TX,8461,"Hamilton, TX"
2620,Hansford,TX,5399,"Hansford, TX"
2621,Hardeman,TX,3933,"Hardeman, TX"
2622,Hardin,TX,57602,"Hardin, TX"
2623,Harris,TX,4713325,"Harris, TX"
2624,Harrison,TX,66553,"Harrison, TX"
2625,Hartley,TX,5576,"Hartley, TX"
2626,Haskell,TX,5658,"Haskell, TX"
2627,Hays,TX,230191,"Hays, TX"
2628,Hemphill,TX,3819,"Hemphill, TX"
2629,Henderson,TX,82737,"Henderson, TX"
2630,Hidalgo,TX,868707,"Hidalgo, TX"
2631,Hill,TX,36649,"Hill, TX"
2632,Hockley,TX,23021,"Hockley, TX"
2633,Hood,TX,61643,"Hood, TX"
2634,Hopkins,TX,37084,"Hopkins, TX"
2635,Houston,TX,22968,"Houston, TX"
2636,Howard,TX,36664,"Howard, TX"
2637,Hudspeth,TX,4886,"Hudspeth, TX"
2638,Hunt,TX,98594,"Hunt, TX"
2639,Hutchinson,TX,20938,"Hutchinson, TX"
2640,Irion,TX,1536,"Irion, TX"
2641,Jack,TX,8935,"Jack, TX"
2642,Jackson,TX,14760,"Jackson, TX"
2643,Jasper,TX,35529,"Jasper, TX"
2644,Jeff Davis,TX,2274,"Jeff Davis, TX"
2645,Jefferson,TX,251565,"Jefferson, TX"
2646,Jim Hogg,TX,5200,"Jim Hogg, TX"
2647,Jim Wells,TX,40482,"Jim Wells, TX"
2648,Johnson,TX,175817,"Johnson, TX"
2649,Jones,TX,20083,"Jones, TX"
2650,Karnes,TX,15601,"Karnes, TX"
2651,Kaufman,TX,136154,"Kaufman, TX"
2652,Kendall,TX,47431,"Kendall, TX"
2653,Kenedy,TX,404,"Kenedy, TX"
2654,Kent,TX,762,"Kent, TX"
2655,Kerr,TX,52600,"Kerr, TX"
2656,Kimble,TX,4337,"Kimble, TX"
2657,King,TX,272,"King, TX"
2658,Kinney,TX,3667,"Kinney, TX"
2659,Kleberg,TX,30680,"Kleberg, TX"
2660,Knox,TX,3664,"Knox, TX"
2661,Lamar,TX,49859,"Lamar, TX"
2662,Lamb,TX,12893,"Lamb, TX"
2663,Lampasas,TX,21428,"Lampasas, TX"
2664,La Salle,TX,7520,"La Salle, TX"
2665,Lavaca,TX,20154,"Lavaca, TX"
2666,Lee,TX,17239,"Lee, TX"
2667,Leon,TX,17404,"Leon, TX"
2668,Liberty,TX,88219,"Liberty, TX"
2669,Limestone,TX,23437,"Limestone, TX"
2670,Lipscomb,TX,3233,"Lipscomb, TX"
2671,Live Oak,TX,12207,"Live Oak, TX"
2672,Llano,TX,21795,"Llano, TX"
2673,Loving,TX,169,"Loving, TX"
2674,Lubbock,TX,310569,"Lubbock, TX"
2675,Lynn,TX,5951,"Lynn, TX"
2676,McCulloch,TX,7984,"McCulloch, TX"
2677,McLennan,TX,256623,"McLennan, TX"
2678,McMullen,TX,743,"McMullen, TX"
2679,Madison,TX,14284,"Madison, TX"
2680,Marion,TX,9854,"Marion, TX"
2681,Martin,TX,5771,"Martin, TX"
2682,Mason,TX,4274,"Mason, TX"
2683,Matagorda,TX,36643,"Matagorda, TX"
2684,Maverick,TX,58722,"Maverick, TX"
2685,Medina,TX,51584,"Medina, TX"
2686,Menard,TX,2138,"Menard, TX"
2687,Midland,TX,176832,"Midland, TX"
2688,Milam,TX,24823,"Milam, TX"
2689,Mills,TX,4873,"Mills, TX"
2690,Mitchell,TX,8545,"Mitchell, TX"
2691,Montague,TX,19818,"Montague, TX"
2692,Montgomery,TX,607391,"Montgomery, TX"
2693,Moore,TX,20940,"Moore, TX"
2694,Morris,TX,12388,"Morris, TX"
2695,Motley,TX,1200,"Motley, TX"
2696,Nacogdoches,TX,65204,"Nacogdoches, TX"
2697,Navarro,TX,50113,"Navarro, TX"
2698,Newton,TX,13595,"Newton, TX"
2699,Nolan,TX,14714,"Nolan, TX"
2700,Nueces,TX,362294,"Nueces, TX"
2701,Ochiltree,TX,9836,"Ochiltree, TX"
2702,Oldham,TX,2112,"Oldham, TX"
2703,Orange,TX,83396,"Orange, TX"
2704,Palo Pinto,TX,29189,"Palo Pinto, TX"
2705,Panola,TX,23194,"Panola, TX"
2706,Parker,TX,142878,"Parker, TX"
2707,Parmer,TX,9605,"Parmer, TX"
2708,Pecos,TX,15823,"Pecos, TX"
2709,Polk,TX,51353,"Polk, TX"
2710,Potter,TX,117415,"Potter, TX"
2711,Presidio,TX,6704,"Presidio, TX"
2712,Rains,TX,12514,"Rains, TX"
2713,Randall,TX,137713,"Randall, TX"
2714,Reagan,TX,3849,"Reagan, TX"
2715,Real,TX,3452,"Real, TX"
2716,Red River,TX,12023,"Red River, TX"
2717,Reeves,TX,15976,"Reeves, TX"
2718,Refugio,TX,6948,"Refugio, TX"
2719,Roberts,TX,854,"Roberts, TX"
2720,Robertson,TX,17074,"Robertson, TX"
2721,Rockwall,TX,104915,"Rockwall, TX"
2722,Runnels,TX,10264,"Runnels, TX"
2723,Rusk,TX,54406,"Rusk, TX"
2724,Sabine,TX,10542,"Sabine, TX"
2725,San Augustine,TX,8237,"San Augustine, TX"
2726,San Jacinto,TX,28859,"San Jacinto, TX"
2727,San Patricio,TX,66730,"San Patricio, TX"
2728,San Saba,TX,6055,"San Saba, TX"
2729,Schleicher,TX,2793,"Schleicher, TX"
2730,Scurry,TX,16703,"Scurry, TX"
2731,Shackelford,TX,3265,"Shackelford, TX"
2732,Shelby,TX,25274,"Shelby, TX"
2733,Sherman,TX,3022,"Sherman, TX"
2734,Smith,TX,232751,"Smith, TX"
2735,Somervell,TX,9128,"Somervell, TX"
2736,Starr,TX,64633,"Starr, TX"
2737,Stephens,TX,9366,"Stephens, TX"
2738,Sterling,TX,1291,"Sterling, TX"
2739,Stonewall,TX,1350,"Stonewall, TX"
2740,Sutton,TX,3776,"Sutton, TX"
2741,Swisher,TX,7397,"Swisher, TX"
2742,Tarrant,TX,2102515,"Tarrant, TX"
2743,Taylor,TX,138034,"Taylor, TX"
2744,Terrell,TX,776,"Terrell, TX"
2745,Terry,TX,12337,"Terry, TX"
2746,Throckmorton,TX,1501,"Throckmorton, TX"
2747,Titus,TX,32750,"Titus, TX"
2748,Tom Green,TX,119200,"Tom Green, TX"
2749,Travis,TX,1273954,"Travis, TX"
2750,Trinity,TX,14651,"Trinity, TX"
2751,Tyler,TX,21672,"Tyler, TX"
2752,Upshur,TX,41753,"Upshur, TX"
2753,Upton,TX,3657,"Upton, TX"
2754,Uvalde,TX,26741,"Uvalde, TX"
2755,Val Verde,TX,49025,"Val Verde, TX"
2756,Van Zandt,TX,56590,"Van Zandt, TX"
2757,Victoria,TX,92084,"Victoria, TX"
2758,Walker,TX,72971,"Walker, TX"
2759,Waller,TX,55246,"Waller, TX"
2760,Ward,TX,11998,"Ward, TX"
2761,WA,TX,35882,"WA, TX"
2762,Webb,TX,276652,"Webb, TX"
2763,Wharton,TX,41556,"Wharton, TX"
2764,Wheeler,TX,5056,"Wheeler, TX"
2765,Wichita,TX,132230,"Wichita, TX"
2766,Wilbarger,TX,12769,"Wilbarger, TX"
2767,Willacy,TX,21358,"Willacy, TX"
2768,Williamson,TX,590551,"Williamson, TX"
2769,Wilson,TX,51070,"Wilson, TX"
2770,Winkler,TX,8010,"Winkler, TX"
2771,Wise,TX,69984,"Wise, TX"
2772,Wood,TX,45539,"Wood, TX"
2773,Yoakum,TX,8713,"Yoakum, TX"
2774,Young,TX,18010,"Young, TX"
2775,Zapata,TX,14179,"Zapata, TX"
2776,Zavala,TX,11840,"Zavala, TX"
2777,Beaver,UT,6710,"Beaver, UT"
2778,Box Elder,UT,56046,"Box Elder, UT"
2779,Cache,UT,128289,"Cache, UT"
2780,Carbon,UT,20463,"Carbon, UT"
2781,Daggett,UT,950,"Daggett, UT"
2782,Davis,UT,355481,"Davis, UT"
2783,Duchesne,UT,19938,"Duchesne, UT"
2784,Emery,UT,10012,"Emery, UT"
2785,Garfield,UT,5051,"Garfield, UT"
2786,Grand,UT,9754,"Grand, UT"
2787,Iron,UT,54839,"Iron, UT"
2788,Juab,UT,12017,"Juab, UT"
2789,Kane,UT,7886,"Kane, UT"
2790,Millard,UT,13188,"Millard, UT"
2791,Morgan,UT,12124,"Morgan, UT"
2792,Piute,UT,1479,"Piute, UT"
2793,Rich,UT,2483,"Rich, UT"
2794,Salt Lake,UT,1160437,"Salt Lake, UT"
2795,San Juan,UT,15308,"San Juan, UT"
2796,Sanpete,UT,30939,"Sanpete, UT"
2797,Sevier,UT,21620,"Sevier, UT"
2798,Summit,UT,42145,"Summit, UT"
2799,Tooele,UT,72259,"Tooele, UT"
2800,Uintah,UT,35734,"Uintah, UT"
2801,UT,UT,636235,"UT, UT"
2802,Wasatch,UT,34091,"Wasatch, UT"
2803,WA,UT,177556,"WA, UT"
2804,Wayne,UT,2711,"Wayne, UT"
2805,Weber,UT,260213,"Weber, UT"
2806,Addison,VT,36777,"Addison, VT"
2807,Bennington,VT,35470,"Bennington, VT"
2808,Caledonia,VT,29993,"Caledonia, VT"
2809,Chittenden,VT,163774,"Chittenden, VT"
2810,Essex,VT,6163,"Essex, VT"
2811,Franklin,VT,49402,"Franklin, VT"
2812,Grand Isle,VT,7235,"Grand Isle, VT"
2813,Lamoille,VT,25362,"Lamoille, VT"
2814,Orange,VT,28892,"Orange, VT"
2815,Orleans,VT,27037,"Orleans, VT"
2816,Rutland,VT,58191,"Rutland, VT"
2817,WA,VT,58409,"WA, VT"
2818,Windham,VT,42222,"Windham, VT"
2819,Windsor,VT,55062,"Windsor, VT"
2820,Accomack,VA,32316,"Accomack, VA"
2821,Albemarle,VA,109330,"Albemarle, VA"
2822,Alleghany,VA,14860,"Alleghany, VA"
2823,Amelia,VA,13145,"Amelia, VA"
2824,Amherst,VA,31605,"Amherst, VA"
2825,Appomattox,VA,15911,"Appomattox, VA"
2826,Arlington,VA,236842,"Arlington, VA"
2827,Augusta,VA,75558,"Augusta, VA"
2828,Bath,VA,4147,"Bath, VA"
2829,Bedford,VA,78997,"Bedford, VA"
2830,Bland,VA,6280,"Bland, VA"
2831,Botetourt,VA,33419,"Botetourt, VA"
2832,Brunswick,VA,16231,"Brunswick, VA"
2833,Buchanan,VA,21004,"Buchanan, VA"
2834,Buckingham,VA,17148,"Buckingham, VA"
2835,Campbell,VA,54885,"Campbell, VA"
2836,Caroline,VA,30725,"Caroline, VA"
2837,Carroll,VA,29791,"Carroll, VA"
2838,Charles City,VA,6963,"Charles City, VA"
2839,Charlotte,VA,11880,"Charlotte, VA"
2840,Chesterfield,VA,352802,"Chesterfield, VA"
2841,Clarke,VA,14619,"Clarke, VA"
2842,Craig,VA,5131,"Craig, VA"
2843,Culpeper,VA,52605,"Culpeper, VA"
2844,Cumberland,VA,9932,"Cumberland, VA"
2845,Dickenson,VA,14318,"Dickenson, VA"
2846,Dinwiddie,VA,28544,"Dinwiddie, VA"
2847,Essex,VA,10953,"Essex, VA"
2848,Fairfax,VA,1147532,"Fairfax, VA"
2849,Fauquier,VA,71222,"Fauquier, VA"
2850,Floyd,VA,15749,"Floyd, VA"
2851,Fluvanna,VA,27270,"Fluvanna, VA"
2852,Franklin,VA,56042,"Franklin, VA"
2853,Frederick,VA,89313,"Frederick, VA"
2854,Giles,VA,16720,"Giles, VA"
2855,Gloucester,VA,37348,"Gloucester, VA"
2856,Goochland,VA,23753,"Goochland, VA"
2857,Grayson,VA,15550,"Grayson, VA"
2858,Greene,VA,19819,"Greene, VA"
2859,Greensville,VA,11336,"Greensville, VA"
2860,Halifax,VA,33911,"Halifax, VA"
2861,Hanover,VA,107766,"Hanover, VA"
2862,Henrico,VA,330818,"Henrico, VA"
2863,Henry,VA,50557,"Henry, VA"
2864,Highland,VA,2190,"Highland, VA"
2865,Isle of Wight,VA,37109,"Isle of Wight, VA"
2866,James City,VA,76523,"James City, VA"
2867,King and Queen,VA,7025,"King and Queen, VA"
2868,King George,VA,26836,"King George, VA"
2869,King William,VA,17148,"King William, VA"
2870,Lancaster,VA,10603,"Lancaster, VA"
2871,Lee,VA,23423,"Lee, VA"
2872,Loudoun,VA,413538,"Loudoun, VA"
2873,Louisa,VA,37591,"Louisa, VA"
2874,Lunenburg,VA,12196,"Lunenburg, VA"
2875,Madison,VA,13261,"Madison, VA"
2876,Mathews,VA,8834,"Mathews, VA"
2877,Mecklenburg,VA,30587,"Mecklenburg, VA"
2878,Middlesex,VA,10582,"Middlesex, VA"
2879,Montgomery,VA,98535,"Montgomery, VA"
2880,Nelson,VA,14930,"Nelson, VA"
2881,New Kent,VA,23091,"New Kent, VA"
2882,Northampton,VA,11710,"Northampton, VA"
2883,Northumberland,VA,12095,"Northumberland, VA"
2884,Nottoway,VA,15232,"Nottoway, VA"
2885,Orange,VA,37051,"Orange, VA"
2886,Page,VA,23902,"Page, VA"
2887,Patrick,VA,17608,"Patrick, VA"
2888,Pittsylvania,VA,60354,"Pittsylvania, VA"
2889,Powhatan,VA,29652,"Powhatan, VA"
2890,Prince Edward,VA,22802,"Prince Edward, VA"
2891,Prince George,VA,38353,"Prince George, VA"
2892,Prince William,VA,470335,"Prince William, VA"
2893,Pulaski,VA,34027,"Pulaski, VA"
2894,Rappahannock,VA,7370,"Rappahannock, VA"
2895,Richmond,VA,9023,"Richmond, VA"
2896,Roanoke,VA,94186,"Roanoke, VA"
2897,Rockbridge,VA,22573,"Rockbridge, VA"
2898,Rockingham,VA,81948,"Rockingham, VA"
2899,Russell,VA,26586,"Russell, VA"
2900,Scott,VA,21566,"Scott, VA"
2901,Shenandoah,VA,43616,"Shenandoah, VA"
2902,Smyth,VA,30104,"Smyth, VA"
2903,Southampton,VA,17631,"Southampton, VA"
2904,Spotsylvania,VA,136215,"Spotsylvania, VA"
2905,Stafford,VA,152882,"Stafford, VA"
2906,Surry,VA,6422,"Surry, VA"
2907,Sussex,VA,11159,"Sussex, VA"
2908,Tazewell,VA,40595,"Tazewell, VA"
2909,Warren,VA,40164,"Warren, VA"
2910,WA,VA,53740,"WA, VA"
2911,Westmoreland,VA,18015,"Westmoreland, VA"
2912,Wise,VA,37383,"Wise, VA"
2913,Wythe,VA,28684,"Wythe, VA"
2914,York,VA,68280,"York, VA"
2915,Alexandr,VA,159428,"Alexandr, VA"
2916,Brist,VA,16762,"Brist, VA"
2917,Buena Vis,VA,6478,"Buena Vis, VA"
2918,Charlottesvil,VA,47266,"Charlottesvil, VA"
2919,Chesapea,VA,244835,"Chesapea, VA"
2920,Colonial Heigh,VA,17370,"Colonial Heigh, VA"
2921,Covingt,VA,5538,"Covingt, VA"
2922,Danvil,VA,40044,"Danvil, VA"
2923,Empor,VA,5346,"Empor, VA"
2924,Fairf,VA,24019,"Fairf, VA"
2925,Falls Chur,VA,14617,"Falls Chur, VA"
2926,Frankl,VA,7967,"Frankl, VA"
2927,Fredericksbu,VA,29036,"Fredericksbu, VA"
2928,Gal,VA,6347,"Gal, VA"
2929,Hampt,VA,134510,"Hampt, VA"
2930,Harrisonbu,VA,53016,"Harrisonbu, VA"
2931,Hopewe,VA,22529,"Hopewe, VA"
2932,Lexingt,VA,7446,"Lexingt, VA"
2933,Lynchbu,VA,82168,"Lynchbu, VA"
2934,Manass,VA,41085,"Manass, VA"
2935,Manassas Pa,VA,17478,"Manassas Pa, VA"
2936,Martinsvil,VA,12554,"Martinsvil, VA"
2937,Newport Ne,VA,179225,"Newport Ne, VA"
2938,Norfo,VA,242742,"Norfo, VA"
2939,Nort,VA,3981,"Nort, VA"
2940,Petersbu,VA,31346,"Petersbu, VA"
2941,Poquos,VA,12271,"Poquos, VA"
2942,Portsmou,VA,94398,"Portsmou, VA"
2943,Radfo,VA,18249,"Radfo, VA"
2944,Richmo,VA,230436,"Richmo, VA"
2945,Roano,VA,99143,"Roano, VA"
2946,Sal,VA,25301,"Sal, VA"
2947,Staunt,VA,24932,"Staunt, VA"
2948,Suffo,VA,92108,"Suffo, VA"
2949,Virginia Bea,VA,449974,"Virginia Bea, VA"
2950,Waynesbo,VA,22630,"Waynesbo, VA"
2951,Williamsbu,VA,14954,"Williamsbu, VA"
2952,Winchest,VA,28078,"Winchest, VA"
2953,Adams,WA,19983,"Adams, WA"
2954,Asotin,WA,22582,"Asotin, WA"
2955,Benton,WA,204390,"Benton, WA"
2956,Chelan,WA,77200,"Chelan, WA"
2957,Clallam,WA,77331,"Clallam, WA"
2958,Clark,WA,488241,"Clark, WA"
2959,Columbia,WA,3985,"Columbia, WA"
2960,Cowlitz,WA,110593,"Cowlitz, WA"
2961,Douglas,WA,43429,"Douglas, WA"
2962,Ferry,WA,7627,"Ferry, WA"
2963,Franklin,WA,95222,"Franklin, WA"
2964,Garfield,WA,2225,"Garfield, WA"
2965,Grant,WA,97733,"Grant, WA"
2966,Grays Harbor,WA,75061,"Grays Harbor, WA"
2967,Island,WA,85141,"Island, WA"
2968,Jefferson,WA,32221,"Jefferson, WA"
2969,King,WA,2252782,"King, WA"
2970,Kitsap,WA,271473,"Kitsap, WA"
2971,Kittitas,WA,47935,"Kittitas, WA"
2972,Klickitat,WA,22425,"Klickitat, WA"
2973,Lewis,WA,80707,"Lewis, WA"
2974,Lincoln,WA,10939,"Lincoln, WA"
2975,Mason,WA,66768,"Mason, WA"
2976,Okanogan,WA,42243,"Okanogan, WA"
2977,Pacific,WA,22471,"Pacific, WA"
2978,Pend Oreille,WA,13724,"Pend Oreille, WA"
2979,Pierce,WA,904980,"Pierce, WA"
2980,San Juan,WA,17582,"San Juan, WA"
2981,Skagit,WA,129205,"Skagit, WA"
2982,Skamania,WA,12083,"Skamania, WA"
2983,Snohomish,WA,822083,"Snohomish, WA"
2984,Spokane,WA,522798,"Spokane, WA"
2985,Stevens,WA,45723,"Stevens, WA"
2986,Thurston,WA,290536,"Thurston, WA"
2987,Wahkiakum,WA,4488,"Wahkiakum, WA"
2988,Walla Walla,WA,60760,"Walla Walla, WA"
2989,Whatcom,WA,229247,"Whatcom, WA"
2990,Whitman,WA,50104,"Whitman, WA"
2991,Yakima,WA,250873,"Yakima, WA"
2992,Barbour,WV,16441,"Barbour, WV"
2993,Berkeley,WV,119171,"Berkeley, WV"
2994,Boone,WV,21457,"Boone, WV"
2995,Braxton,WV,13957,"Braxton, WV"
2996,Brooke,WV,21939,"Brooke, WV"
2997,Cabell,WV,91945,"Cabell, WV"
2998,Calhoun,WV,7109,"Calhoun, WV"
2999,Clay,WV,8508,"Clay, WV"
3000,Doddridge,WV,8448,"Doddridge, WV"
3001,Fayette,WV,42406,"Fayette, WV"
3002,Gilmer,WV,7823,"Gilmer, WV"
3003,Grant,WV,11568,"Grant, WV"
3004,Greenbrier,WV,34662,"Greenbrier, WV"
3005,Hampshire,WV,23175,"Hampshire, WV"
3006,Hancock,WV,28810,"Hancock, WV"
3007,Hardy,WV,13776,"Hardy, WV"
3008,Harrison,WV,67256,"Harrison, WV"
3009,Jackson,WV,28576,"Jackson, WV"
3010,Jefferson,WV,57146,"Jefferson, WV"
3011,Kanawha,WV,178124,"Kanawha, WV"
3012,Lewis,WV,15907,"Lewis, WV"
3013,Lincoln,WV,20409,"Lincoln, WV"
3014,Logan,WV,32019,"Logan, WV"
3015,McDowell,WV,17624,"McDowell, WV"
3016,Marion,WV,56072,"Marion, WV"
3017,Marshall,WV,30531,"Marshall, WV"
3018,Mason,WV,26516,"Mason, WV"
3019,Mercer,WV,58758,"Mercer, WV"
3020,Mineral,WV,26868,"Mineral, WV"
3021,Mingo,WV,23424,"Mingo, WV"
3022,Monongalia,WV,105612,"Monongalia, WV"
3023,Monroe,WV,13275,"Monroe, WV"
3024,Morgan,WV,17884,"Morgan, WV"
3025,Nicholas,WV,24496,"Nicholas, WV"
3026,OH,WV,41411,"OH, WV"
3027,Pendleton,WV,6969,"Pendleton, WV"
3028,Pleasants,WV,7460,"Pleasants, WV"
3029,Pocahontas,WV,8247,"Pocahontas, WV"
3030,Preston,WV,33432,"Preston, WV"
3031,Putnam,WV,56450,"Putnam, WV"
3032,Raleigh,WV,73361,"Raleigh, WV"
3033,Randolph,WV,28695,"Randolph, WV"
3034,Ritchie,WV,9554,"Ritchie, WV"
3035,Roane,WV,13688,"Roane, WV"
3036,Summers,WV,12573,"Summers, WV"
3037,Taylor,WV,16695,"Taylor, WV"
3038,Tucker,WV,6839,"Tucker, WV"
3039,Tyler,WV,8591,"Tyler, WV"
3040,Upshur,WV,24176,"Upshur, WV"
3041,Wayne,WV,39402,"Wayne, WV"
3042,Webster,WV,8114,"Webster, WV"
3043,Wetzel,WV,15065,"Wetzel, WV"
3044,Wirt,WV,5821,"Wirt, WV"
3045,Wood,WV,83518,"Wood, WV"
3046,WY,WV,20394,"WY, WV"
3047,Adams,WI,20220,"Adams, WI"
3048,Ashland,WI,15562,"Ashland, WI"
3049,Barron,WI,45244,"Barron, WI"
3050,Bayfield,WI,15036,"Bayfield, WI"
3051,Brown,WI,264542,"Brown, WI"
3052,Buffalo,WI,13031,"Buffalo, WI"
3053,Burnett,WI,15414,"Burnett, WI"
3054,Calumet,WI,50089,"Calumet, WI"
3055,Chippewa,WI,64658,"Chippewa, WI"
3056,Clark,WI,34774,"Clark, WI"
3057,Columbia,WI,57532,"Columbia, WI"
3058,Crawford,WI,16131,"Crawford, WI"
3059,Dane,WI,546695,"Dane, WI"
3060,Dodge,WI,87839,"Dodge, WI"
3061,Door,WI,27668,"Door, WI"
3062,Douglas,WI,43150,"Douglas, WI"
3063,Dunn,WI,45368,"Dunn, WI"
3064,Eau Claire,WI,104646,"Eau Claire, WI"
3065,Florence,WI,4295,"Florence, WI"
3066,Fond du Lac,WI,103403,"Fond du Lac, WI"
3067,Forest,WI,9004,"Forest, WI"
3068,Grant,WI,51439,"Grant, WI"
3069,Green,WI,36960,"Green, WI"
3070,Green Lake,WI,18913,"Green Lake, WI"
3071,IA,WI,23678,"IA, WI"
3072,Iron,WI,5687,"Iron, WI"
3073,Jackson,WI,20643,"Jackson, WI"
3074,Jefferson,WI,84769,"Jefferson, WI"
3075,Juneau,WI,26687,"Juneau, WI"
3076,Kenosha,WI,169561,"Kenosha, WI"
3077,Kewaunee,WI,20434,"Kewaunee, WI"
3078,La Crosse,WI,118016,"La Crosse, WI"
3079,Lafayette,WI,16665,"Lafayette, WI"
3080,Langlade,WI,19189,"Langlade, WI"
3081,Lincoln,WI,27593,"Lincoln, WI"
3082,Manitowoc,WI,78981,"Manitowoc, WI"
3083,Marathon,WI,135692,"Marathon, WI"
3084,Marinette,WI,40350,"Marinette, WI"
3085,Marquette,WI,15574,"Marquette, WI"
3086,Menominee,WI,4556,"Menominee, WI"
3087,Milwaukee,WI,945726,"Milwaukee, WI"
3088,Monroe,WI,46253,"Monroe, WI"
3089,Oconto,WI,37930,"Oconto, WI"
3090,Oneida,WI,35595,"Oneida, WI"
3091,Outagamie,WI,187885,"Outagamie, WI"
3092,Ozaukee,WI,89221,"Ozaukee, WI"
3093,Pepin,WI,7287,"Pepin, WI"
3094,Pierce,WI,42754,"Pierce, WI"
3095,Polk,WI,43783,"Polk, WI"
